SECCIÃ“ CENSAL,total,homes,dones,Totals > 60 anys,> 60 anys Homes,> 60 anys Dones,> 60 anys_perc total,> 60 anys_perc_Homes,> 60 anys_perc_Dones
801901001,1314,733,581,241,121,120,"18,3","16,5","20,7"
801901002,1486,795,691,268,108,160,18,"13,6","23,2"
801901003,3521,1884,1637,526,243,283,"14,9","12,9","17,3"
801901004,2807,1540,1267,385,179,206,"13,7","11,6","16,3"
801901005,2425,1335,1090,418,189,229,"17,2","14,2",21
801901006,1571,873,698,251,106,145,16,"12,1","20,8"
801901007,1950,1171,779,204,99,105,"10,5","8,5","13,5"
801901008,3286,1991,1295,518,287,231,"15,8","14,4","17,8"
801901009,2248,1259,989,324,138,186,"14,4",11,"18,8"
801901010,2415,1348,1067,274,127,147,"11,3","9,4","13,8"
801901011,3162,1801,1361,376,182,194,"11,9","10,1","14,3"
801901012,1905,963,942,315,127,188,"16,5","13,2",20
801901013,1434,698,736,306,116,190,"21,3","16,6","25,8"
801901014,2049,1128,921,319,141,178,"15,6","12,5","19,3"
801901015,2358,1229,1129,349,140,209,"14,8","11,4","18,5"
801901016,2222,1147,1075,311,122,189,14,"10,6","17,6"
801901017,2553,1241,1312,364,149,215,"14,3",12,"16,4"
801901018,1569,806,763,276,105,171,"17,6",13,"22,4"
801901019,2938,1577,1361,415,174,241,"14,1",11,"17,7"
801901020,2073,982,1091,461,180,281,"22,2","18,3","25,8"
801901021,2067,1044,1023,402,168,234,"19,4","16,1","22,9"
801901022,1255,604,651,271,122,149,"21,6","20,2","22,9"
801901023,2089,1030,1059,402,161,241,"19,2","15,6","22,8"
801901025,1255,644,611,206,95,111,"16,4","14,8","18,2"
801901026,5228,3801,1427,523,302,221,10,"7,9","15,5"
801901027,1598,775,823,287,125,162,18,"16,1","19,7"
801901028,1862,908,954,302,129,173,"16,2","14,2","18,1"
801901029,1387,682,705,209,90,119,"15,1","13,2","16,9"
801901030,2416,1224,1192,494,220,274,"20,4",18,23
801901031,1539,830,709,239,114,125,"15,5","13,7","17,6"
801901032,1798,921,877,379,152,227,"21,1","16,5","25,9"
801901033,1145,604,541,215,92,123,"18,8","15,2","22,7"
801901034,932,453,479,195,74,121,"20,9","16,3","25,3"
801901035,1291,665,626,262,111,151,"20,3","16,7","24,1"
801901036,1180,543,637,309,117,192,"26,2","21,5","30,1"
801901037,1402,666,736,355,151,204,"25,3","22,7","27,7"
801901038,1459,808,651,255,108,147,"17,5","13,4","22,6"
801901039,1296,653,643,292,115,177,"22,5","17,6","27,5"
801901040,1076,529,547,245,89,156,"22,8","16,8","28,5"
801901041,1495,772,723,208,87,121,"13,9","11,3","16,7"
801901042,1783,819,964,579,220,359,"32,5","26,9","37,2"
801901043,1625,825,800,280,128,152,"17,2","15,5",19
801901044,1395,660,735,256,110,146,"18,4","16,7","19,9"
801901045,1919,949,970,338,134,204,"17,6","14,1",21
801901046,1782,905,877,290,135,155,"16,3","14,9","17,7"
801901047,1697,834,863,317,120,197,"18,7","14,4","22,8"
801901048,2049,998,1051,338,146,192,"16,5","14,6","18,3"
801901049,1548,732,816,280,102,178,"18,1","13,9","21,8"
801901050,1549,775,774,278,129,149,"17,9","16,6","19,3"
801901051,1789,906,883,241,113,128,"13,5","12,5","14,5"
801901052,2803,1585,1218,435,187,248,"15,5","11,8","20,4"
801901053,1805,858,947,419,168,251,"23,2","19,6","26,5"
801901054,1286,652,634,234,100,134,"18,2","15,3","21,1"
801901055,1343,648,695,404,176,228,"30,1","27,2","32,8"
801902001,1297,629,668,295,118,177,"22,7","18,8","26,5"
801902002,2790,1463,1327,638,285,353,"22,9","19,5","26,6"
801902003,1215,530,685,403,148,255,"33,2","27,9","37,2"
801902004,1473,723,750,379,161,218,"25,7","22,3","29,1"
801902005,2028,923,1105,666,266,400,"32,8","28,8","36,2"
801902006,1670,805,865,482,198,284,"28,9","24,6","32,8"
801902007,1296,562,734,424,159,265,"32,7","28,3","36,1"
801902008,1932,885,1047,527,208,319,"27,3","23,5","30,5"
801902009,1776,829,947,475,204,271,"26,7","24,6","28,6"
801902010,1181,547,634,345,142,203,"29,2",26,32
801902011,1095,545,550,346,158,188,"31,6",29,"34,2"
801902012,1519,732,787,425,187,238,28,"25,5","30,2"
801902013,1145,561,584,246,98,148,"21,5","17,5","25,3"
801902014,1353,662,691,256,93,163,"18,9",14,"23,6"
801902015,1543,745,798,418,164,254,"27,1",22,"31,8"
801902016,1873,844,1029,544,215,329,29,"25,5",32
801902017,1964,901,1063,488,185,303,"24,8","20,5","28,5"
801902018,1844,869,975,593,249,344,"32,2","28,7","35,3"
801902019,1916,903,1013,542,232,310,"28,3","25,7","30,6"
801902020,1439,671,768,330,123,207,"22,9","18,3",27
801902021,1504,687,817,430,169,261,"28,6","24,6","31,9"
801902022,1279,616,663,347,152,195,"27,1","24,7","29,4"
801902023,1086,499,587,348,137,211,32,"27,5","35,9"
801902024,1124,501,623,290,115,175,"25,8",23,"28,1"
801902025,1150,548,602,329,121,208,"28,6","22,1","34,6"
801902026,2141,979,1162,594,237,357,"27,7","24,2","30,7"
801902027,1981,900,1081,618,237,381,"31,2","26,3","35,2"
801902028,2088,969,1119,568,246,322,"27,2","25,4","28,8"
801902029,1290,594,696,374,146,228,29,"24,6","32,8"
801902030,1325,623,702,309,128,181,"23,3","20,5","25,8"
801902031,1069,485,584,350,149,201,"32,7","30,7","34,4"
801902032,1195,515,680,428,150,278,"35,8","29,1","40,9"
801902033,1176,528,648,316,121,195,"26,9","22,9","30,1"
801902034,1238,549,689,341,123,218,"27,5","22,4","31,6"
801902035,1311,596,715,428,161,267,"32,6",27,"37,3"
801902036,1216,545,671,368,146,222,"30,3","26,8","33,1"
801902037,1211,576,635,368,156,212,"30,4","27,1","33,4"
801902038,1566,754,812,390,164,226,"24,9","21,8","27,8"
801902039,1713,755,958,452,171,281,"26,4","22,6","29,3"
801902040,1624,766,858,397,153,244,"24,4",20,"28,4"
801902041,1647,745,902,556,206,350,"33,8","27,7","38,8"
801902042,1610,736,874,618,258,360,"38,4","35,1","41,2"
801902043,1422,659,763,422,182,240,"29,7","27,6","31,5"
801902044,1231,545,686,398,149,249,"32,3","27,3","36,3"
801902045,1149,532,617,372,156,216,"32,4","29,3",35
801902046,1884,872,1012,493,176,317,"26,2","20,2","31,3"
801902047,1935,898,1037,580,219,361,30,"24,4","34,8"
801902048,1278,563,715,318,124,194,"24,9",22,"27,1"
801902049,2096,956,1140,585,235,350,"27,9","24,6","30,7"
801902050,1592,719,873,415,161,254,"26,1","22,4","29,1"
801902051,1848,877,971,498,196,302,"26,9","22,3","31,1"
801902052,1800,831,969,445,180,265,"24,7","21,7","27,3"
801902053,1777,808,969,450,178,272,"25,3",22,"28,1"
801902054,1829,837,992,540,202,338,"29,5","24,1","34,1"
801902055,1817,856,961,526,207,319,"28,9","24,2","33,2"
801902056,1457,639,818,380,127,253,"26,1","19,9","30,9"
801902057,1291,589,702,389,156,233,"30,1","26,5","33,2"
801902058,1375,631,744,435,172,263,"31,6","27,3","35,3"
801902059,1656,722,934,484,190,294,"29,2","26,3","31,5"
801902060,1736,773,963,494,188,306,"28,5","24,3","31,8"
801902061,1349,603,746,329,123,206,"24,4","20,4","27,6"
801902062,1509,718,791,372,148,224,"24,7","20,6","28,3"
801902063,1220,490,730,464,115,349,38,"23,5","47,8"
801902064,1313,614,699,396,163,233,"30,2","26,5","33,3"
801902065,1891,900,991,421,184,237,"22,3","20,4","23,9"
801902066,1801,848,953,580,240,340,"32,2","28,3","35,7"
801902067,1675,783,892,354,142,212,"21,1","18,1","23,8"
801902068,1640,766,874,448,191,257,"27,3","24,9","29,4"
801902069,1372,649,723,391,166,225,"28,5","25,6","31,1"
801902070,1275,587,688,331,126,205,26,"21,5","29,8"
801902071,1686,811,875,423,188,235,"25,1","23,2","26,9"
801902072,1196,586,610,354,152,202,"29,6","25,9","33,1"
801902073,1671,774,897,405,157,248,"24,2","20,3","27,6"
801902074,1229,605,624,288,128,160,"23,4","21,2","25,6"
801902075,1275,614,661,311,125,186,"24,4","20,4","28,1"
801902076,1636,782,854,405,173,232,"24,8","22,1","27,2"
801902077,1570,800,770,388,191,197,"24,7","23,9","25,6"
801902078,1361,617,744,383,149,234,"28,1","24,1","31,5"
801902079,1296,628,668,363,151,212,28,24,"31,7"
801902080,1481,723,758,443,182,261,"29,9","25,2","34,4"
801902081,2046,938,1108,625,236,389,"30,5","25,2","35,1"
801902082,885,408,477,278,101,177,"31,4","24,8","37,1"
801902083,1806,824,982,495,191,304,"27,4","23,2",31
801902084,2069,920,1149,523,197,326,"25,3","21,4","28,4"
801902085,1429,651,778,368,148,220,"25,8","22,7","28,3"
801902086,1424,648,776,318,126,192,"22,3","19,4","24,7"
801902087,1455,654,801,383,153,230,"26,3","23,4","28,7"
801902088,1638,768,870,452,189,263,"27,6","24,6","30,2"
801902089,1885,888,997,453,185,268,24,"20,8","26,9"
801902090,1663,783,880,431,164,267,"25,9","20,9","30,3"
801902091,1859,921,938,423,178,245,"22,8","19,3","26,1"
801902092,2329,1322,1007,436,176,260,"18,7","13,3","25,8"
801902093,1615,761,854,449,188,261,"27,8","24,7","30,6"
801902094,1493,703,790,443,189,254,"29,7","26,9","32,2"
801902095,1508,725,783,402,159,243,"26,7","21,9",31
801902096,1400,665,735,399,153,246,"28,5",23,"33,5"
801902097,1088,520,568,263,106,157,"24,2","20,4","27,6"
801902098,1501,660,841,381,135,246,"25,4","20,5","29,3"
801902099,1573,729,844,372,141,231,"23,6","19,3","27,4"
801902100,1340,621,719,416,176,240,31,"28,3","33,4"
801902101,2189,1016,1173,642,257,385,"29,3","25,3","32,8"
801902102,1358,600,758,423,166,257,"31,1","27,7","33,9"
801902103,1620,758,862,423,170,253,"26,1","22,4","29,4"
801902104,1144,524,620,376,152,224,"32,9",29,"36,1"
801902105,2109,932,1177,534,197,337,"25,3","21,1","28,6"
801902106,1418,654,764,393,159,234,"27,7","24,3","30,6"
801902107,1624,733,891,514,202,312,"31,7","27,6",35
801902108,1612,713,899,542,206,336,"33,6","28,9","37,4"
801902109,2050,930,1120,665,261,404,"32,4","28,1","36,1"
801902110,1916,897,1019,471,192,279,"24,6","21,4","27,4"
801902111,1879,859,1020,494,195,299,"26,3","22,7","29,3"
801902112,1324,612,712,477,199,278,36,"32,5",39
801902113,2231,1038,1193,710,294,416,"31,8","28,3","34,9"
801902114,1678,745,933,569,216,353,"33,9",29,"37,8"
801902115,1339,603,736,381,136,245,"28,5","22,6","33,3"
801902116,1024,467,557,321,132,189,"31,3","28,3","33,9"
801902117,1176,523,653,424,169,255,"36,1","32,3","39,1"
801902118,1473,671,802,381,158,223,"25,9","23,5","27,8"
801902119,1253,587,666,423,178,245,"33,8","30,3","36,8"
801902120,1174,570,604,385,157,228,"32,8","27,5","37,7"
801902121,1247,578,669,378,149,229,"30,3","25,8","34,2"
801902122,1067,484,583,378,161,217,"35,4","33,3","37,2"
801902123,1154,571,583,318,139,179,"27,6","24,3","30,7"
801902124,1069,483,586,384,158,226,"35,9","32,7","38,6"
801902125,1711,760,951,584,226,358,"34,1","29,7","37,6"
801902126,1426,655,771,497,200,297,"34,9","30,5","38,5"
801902127,1143,536,607,299,109,190,"26,2","20,3","31,3"
801902128,1303,586,717,360,146,214,"27,6","24,9","29,8"
801902129,1539,702,837,504,206,298,"32,7","29,3","35,6"
801902130,1158,553,605,438,197,241,"37,8","35,6","39,8"
801902131,1168,537,631,357,150,207,"30,6","27,9","32,8"
801902132,1147,553,594,366,154,212,"31,9","27,8","35,7"
801902133,839,379,460,359,152,207,"42,8","40,1",45
801902134,1463,679,784,493,208,285,"33,7","30,6","36,4"
801902135,2177,1006,1171,516,198,318,"23,7","19,7","27,2"
801902136,914,415,499,292,111,181,"31,9","26,7","36,3"
801902137,1454,687,767,361,153,208,"24,8","22,3","27,1"
801902138,1942,905,1037,616,255,361,"31,7","28,2","34,8"
801902139,1635,759,876,411,153,258,"25,1","20,2","29,5"
801902140,1910,881,1029,538,207,331,"28,2","23,5","32,2"
801902141,1254,581,673,359,150,209,"28,6","25,8","31,1"
801902142,1988,939,1049,488,192,296,"24,5","20,4","28,2"
801902143,1351,683,668,359,160,199,"26,6","23,4","29,8"
801902144,1556,739,817,393,158,235,"25,3","21,4","28,8"
801902145,1259,621,638,319,136,183,"25,3","21,9","28,7"
801902146,1174,541,633,342,131,211,"29,1","24,2","33,3"
801902147,2156,1001,1155,599,229,370,"27,8","22,9",32
801902148,1565,717,848,466,181,285,"29,8","25,2","33,6"
801902149,1796,839,957,431,164,267,24,"19,5","27,9"
801902150,1502,723,779,401,163,238,"26,7","22,5","30,6"
801902151,1499,716,783,369,144,225,"24,6","20,1","28,7"
801902152,1248,567,681,484,203,281,"38,8","35,8","41,3"
801902153,1300,606,694,454,183,271,"34,9","30,2",39
801902154,1057,509,548,272,112,160,"25,7",22,"29,2"
801902155,1841,850,991,569,231,338,"30,9","27,2","34,1"
801902156,1261,604,657,467,184,283,37,"30,5","43,1"
801902157,1246,575,671,368,149,219,"29,5","25,9","32,6"
801902158,1654,779,875,534,222,312,"32,3","28,5","35,7"
801902159,1915,928,987,493,190,303,"25,7","20,5","30,7"
801902160,1974,954,1020,572,223,349,29,"23,4","34,2"
801902161,1143,542,601,290,119,171,"25,4",22,"28,5"
801902162,1416,676,740,411,153,258,29,"22,6","34,9"
801902163,1814,855,959,500,189,311,"27,6","22,1","32,4"
801902164,1487,700,787,339,137,202,"22,8","19,6","25,7"
801902165,1684,802,882,442,171,271,"26,2","21,3","30,7"
801902166,2109,1002,1107,512,193,319,"24,3","19,3","28,8"
801902167,2126,1015,1111,645,270,375,"30,3","26,6","33,8"
801902168,2222,1056,1166,562,227,335,"25,3","21,5","28,7"
801902169,1552,764,788,373,141,232,24,"18,5","29,4"
801902170,1520,721,799,442,176,266,"29,1","24,4","33,3"
801902171,1643,780,863,473,194,279,"28,8","24,9","32,3"
801902172,1520,731,789,344,132,212,"22,6","18,1","26,9"
801902173,1503,704,799,398,154,244,"26,5","21,9","30,5"
801903001,1705,790,915,510,221,289,"29,9",28,"31,6"
801903002,1903,921,982,438,169,269,23,"18,3","27,4"
801903003,1696,811,885,344,129,215,"20,3","15,9","24,3"
801903004,1632,778,854,426,181,245,"26,1","23,3","28,7"
801903005,1241,606,635,343,137,206,"27,6","22,6","32,4"
801903006,1436,738,698,259,113,146,18,"15,3","20,9"
801903007,1719,836,883,376,162,214,"21,9","19,4","24,2"
801903008,1181,557,624,279,119,160,"23,6","21,4","25,6"
801903009,1218,579,639,330,126,204,"27,1","21,8","31,9"
801903010,1917,995,922,333,140,193,"17,4","14,1","20,9"
801903011,1813,908,905,307,129,178,"16,9","14,2","19,7"
801903012,2171,1053,1118,427,172,255,"19,7","16,3","22,8"
801903013,1803,919,884,287,128,159,"15,9","13,9",18
801903014,1792,912,880,316,132,184,"17,6","14,5","20,9"
801903015,2928,1434,1494,567,247,320,"19,4","17,2","21,4"
801903016,1190,570,620,228,89,139,"19,2","15,6","22,4"
801903017,1643,840,803,279,118,161,17,14,20
801903018,1734,880,854,418,188,230,"24,1","21,4","26,9"
801903019,1519,711,808,307,129,178,"20,2","18,1",22
801903020,1182,609,573,411,187,224,"34,8","30,7","39,1"
801903021,1106,520,586,410,158,252,"37,1","30,4",43
801903022,1478,730,748,360,145,215,"24,4","19,9","28,7"
801903023,1915,926,989,357,154,203,"18,6","16,6","20,5"
801903024,2073,1028,1045,348,159,189,"16,8","15,5","18,1"
801903025,1196,622,574,295,133,162,"24,7","21,4","28,2"
801903026,983,472,511,411,178,233,"41,8","37,7","45,6"
801903027,1761,835,926,464,199,265,"26,3","23,8","28,6"
801903028,2652,1266,1386,419,185,234,"15,8","14,6","16,9"
801903029,1308,625,683,350,143,207,"26,8","22,9","30,3"
801903030,1584,737,847,455,181,274,"28,7","24,6","32,3"
801903031,2468,1178,1290,768,344,424,"31,1","29,2","32,9"
801903032,1653,802,851,392,175,217,"23,7","21,8","25,5"
801903033,1437,725,712,357,137,220,"24,8","18,9","30,9"
801903034,1537,745,792,400,189,211,26,"25,4","26,6"
801903035,2281,1084,1197,727,323,404,"31,9","29,8","33,8"
801903036,2338,1105,1233,578,248,330,"24,7","22,4","26,8"
801903037,1079,514,565,238,113,125,"22,1",22,"22,1"
801903038,995,466,529,260,114,146,"26,1","24,5","27,6"
801903039,2531,1230,1301,560,241,319,"22,1","19,6","24,5"
801903040,1508,707,801,556,229,327,"36,9","32,4","40,8"
801903041,1394,650,744,381,145,236,"27,3","22,3","31,7"
801903042,1363,656,707,333,130,203,"24,4","19,8","28,7"
801903043,1647,755,892,531,191,340,"32,2","25,3","38,1"
801903044,1905,925,980,437,171,266,"22,9","18,5","27,1"
801903045,1048,512,536,254,101,153,"24,2","19,7","28,5"
801903046,1400,641,759,504,216,288,36,"33,7","37,9"
801903047,1798,857,941,421,164,257,"23,4","19,1","27,3"
801903048,1327,636,691,447,207,240,"33,7","32,5","34,7"
801903049,1646,777,869,466,189,277,"28,3","24,3","31,9"
801903050,1639,784,855,394,170,224,24,"21,7","26,2"
801903051,1937,972,965,334,143,191,"17,2","14,7","19,8"
801903052,1291,617,674,265,104,161,"20,5","16,9","23,9"
801903053,2149,1023,1126,464,177,287,"21,6","17,3","25,5"
801903054,1751,852,899,540,230,310,"30,8",27,"34,5"
801903055,1592,782,810,461,213,248,29,"27,2","30,6"
801903056,884,403,481,286,111,175,"32,4","27,5","36,4"
801903057,1506,700,806,496,201,295,"32,9","28,7","36,6"
801903058,1583,704,879,447,165,282,"28,2","23,4","32,1"
801903059,1242,596,646,364,151,213,"29,3","25,3",33
801903060,1401,701,700,440,195,245,"31,4","27,8",35
801903061,1144,560,584,359,129,230,"31,4",23,"39,4"
801903062,1596,743,853,451,176,275,"28,3","23,7","32,2"
801903063,1831,874,957,345,143,202,"18,8","16,4","21,1"
801903064,1269,593,676,351,148,203,"27,7",25,30
801903065,1374,658,716,426,195,231,31,"29,6","32,3"
801903066,2297,1091,1206,609,265,344,"26,5","24,3","28,5"
801903067,1747,832,915,564,240,324,"32,3","28,8","35,4"
801903068,1158,546,612,405,167,238,35,"30,6","38,9"
801903069,1198,584,614,387,171,216,"32,3","29,3","35,2"
801903070,1273,613,660,389,164,225,"30,6","26,8","34,1"
801903071,1281,609,672,333,133,200,26,"21,8","29,8"
801903072,1370,638,732,386,155,231,"28,2","24,3","31,6"
801903073,1603,767,836,482,204,278,"30,1","26,6","33,3"
801903074,1790,848,942,515,215,300,"28,8","25,4","31,8"
801903075,1711,814,897,460,189,271,"26,9","23,2","30,2"
801903076,1052,481,571,342,145,197,"32,5","30,1","34,5"
801903077,1300,589,711,396,163,233,"30,5","27,7","32,8"
801903078,1699,806,893,411,181,230,"24,2","22,5","25,8"
801903079,1809,866,943,426,170,256,"23,5","19,6","27,1"
801903080,1572,702,870,495,206,289,"31,5","29,3","33,2"
801903081,1792,825,967,577,236,341,"32,2","28,6","35,3"
801903082,1924,896,1028,536,230,306,"27,9","25,7","29,8"
801903083,1382,637,745,428,171,257,31,"26,8","34,5"
801903084,1443,658,785,503,205,298,"34,9","31,2",38
801903085,1311,610,701,363,158,205,"27,7","25,9","29,2"
801903086,1211,582,629,479,214,265,"39,6","36,8","42,1"
801903087,1457,666,791,485,184,301,"33,3","27,6","38,1"
801903088,1344,622,722,447,188,259,"33,3","30,2","35,9"
801903089,1264,579,685,442,187,255,35,"32,3","37,2"
801903090,1026,477,549,306,138,168,"29,8","28,9","30,6"
801903091,1466,705,761,350,157,193,"23,9","22,3","25,4"
801903092,1222,586,636,317,136,181,"25,9","23,2","28,5"
801903093,1506,705,801,452,182,270,30,"25,8","33,7"
801903094,1175,542,633,365,139,226,"31,1","25,6","35,7"
801903095,1622,754,868,440,162,278,"27,1","21,5",32
801903096,1563,743,820,332,139,193,"21,2","18,7","23,5"
801903097,1622,774,848,300,116,184,"18,5",15,"21,7"
801903098,1381,648,733,310,129,181,"22,4","19,9","24,7"
801903099,974,456,518,212,85,127,"21,8","18,6","24,5"
801903100,1281,581,700,349,147,202,"27,2","25,3","28,9"
801903101,3002,1671,1331,498,217,281,"16,6",13,"21,1"
801903102,1351,647,704,348,135,213,"25,8","20,9","30,3"
801903103,1186,548,638,461,191,270,"38,9","34,9","42,3"
801903104,1414,662,752,339,142,197,24,"21,5","26,2"
801903105,1142,510,632,278,103,175,"24,3","20,2","27,7"
801903106,1257,578,679,254,89,165,"20,2","15,4","24,3"
801903107,1592,792,800,439,206,233,"27,6",26,"29,1"
801903108,1594,757,837,376,136,240,"23,6",18,"28,7"
801903109,1534,716,818,358,148,210,"23,3","20,7","25,7"
801903110,1516,708,808,414,169,245,"27,3","23,9","30,3"
801903111,1288,598,690,322,128,194,25,"21,4","28,1"
801903112,1891,875,1016,561,247,314,"29,7","28,2","30,9"
801903113,1646,781,865,541,220,321,"32,9","28,2","37,1"
801903114,1478,679,799,489,199,290,"33,1","29,3","36,3"
801903211,1515,747,768,323,166,157,"21,3","22,2","20,4"
801903212,2432,1151,1281,790,328,462,"32,5","28,5","36,1"
801903213,2404,1154,1250,513,216,297,"21,3","18,7","23,8"
801904001,1282,605,677,352,142,210,"27,5","23,5",31
801904002,1967,922,1045,616,269,347,"31,3","29,2","33,2"
801904003,1076,527,549,362,165,197,"33,6","31,3","35,9"
801904004,993,457,536,324,135,189,"32,6","29,5","35,3"
801904005,1209,556,653,413,181,232,"34,2","32,6","35,5"
801904006,1144,519,625,385,150,235,"33,7","28,9","37,6"
801904007,1062,475,587,378,146,232,"35,6","30,7","39,5"
801904008,1021,476,545,304,119,185,"29,8",25,"33,9"
801904009,1444,657,787,427,178,249,"29,6","27,1","31,6"
